nl_clip,regexp
words that start with string 'nam' and contain substring 'r' and end with string 'di',nam[ou]radi
words that start with string 'n' and contain substring 'r' and end with string 'z' or 'x',n(?:ara(?:az|[xz])|raa?z)
words that start with string 'n' and contain substring 'w' and 'k' or 'q' and end with string 'f',nawa(?:ki|qi|ka|qa)f
words that start with string 'n' and contain substring 'd' and end with string 'al',n[ai]dhaa?l
words that start with string 'n' and contain substring 'o' and 'u' and end with string 'an',n(?:o|oo|u|uu)ha
words that start with string 'n' and contain substring 'k' and 'ch' and end with string 'ra' or 'rha',n(?:ak|u)k charha
words that start with string 'n' and contain substring 'q' and end with string 's',n[au]qs
words that start with string 'n' and contain substring 'q' and 's' and end with string 'an',n(?:uqsaa?n|aqsan)
words that start with string 'p' and contain substring 'g' and end with string 'l',paa?gal
words that start with string 'p' and contain substring 'b' and 'n' and 'd' and end with string 'i',pab[au]ndi
words that start with string 'p' and contain substring 'aga' and end with string 'l',paa?gal
words that start with string 'p' and contain substring 'g' and 'l' and end with string 'pan',pa(?:agal pu|gal pa)n
words that start with string 'p' and contain substring 'g' and end with string 'la',pa?gla
words that start with string 'p' and contain substring 'a' or 'e' and end with string 'ch',p(?:a[iy]ch|ech)
words that start with string 'p' and contain substring 'ch' and 'd' and end with string 'a',p(?:(?:ai|e)chee|aychi)da
words that start with string 'p' and contain substring 'ch' and 'd' and end with string 'gi',p(?:(?:aicheda?|aicheed)gi|eche(?:dh?a|ed)gi)
words that start with string 'p' and contain substring 'sh' and 'go' and end with string 'i' or 'e',p(?:esh(?:an go(?:yi|[ei])| goi)|aish goi)
words that start with string 'p' and contain substring 'r' and 'fr' or 'far' and end with string 'b',p(?:(?:ur ?fare|urfarai)|ar frai)b
words that start with string 'p' and contain substring 'r' and 'sh' and end with string 'n',(?:Pare|p(?:[ae]r|r[ey]))shan
words that start with string 'p' and contain substring 'r' and 'sh' and end with string 'ni',p(?:are?shani|re?shani)
words that start with string 'p' and contain substring 'r' and 'sh' and end with string 'n kun',p(?:ar(?:eyshaaan K|shan k)|reshan k)un
words that start with string 'p' and contain substring 'rl' and end with string 'a' or 'y',p(?:arl[ae]|erla)y
words that start with string 'p' and contain substring 'ta' and end with string 'ai' or 'yi',p(?:atay?|ita|itay)i
words that start with string 'p' and contain substring 'ch' and end with string 'e' or 'y',p(?:eech(?:ay|e)|iche)
words that start with string 'p' and contain substring 's' and end with string 'na',p(?:(?:ee|i)|e)sna
words that start with string 'p' and contain substring 'rw' and end with string 'a' or 'h',p[ae]rwa
words that start with string 'p' or 'f' and contain substring 'as' and end with string 'di',(?:ph|f)asdi
words that start with string 'ph' and contain substring 't' and end with string 'na',ph(?:utt?na|atna|tna)
words that start with string 'pho' and contain substring 't' and end with string 'na',ph(?:oo|uu|ou)tna
words that start with string 'p' and contain substring 'sh' and end with string 'ab' or 'ap',p(?:eshaa[bp]|ishaab)
words that start with string 'p' and contain substring 'sh' and 'd' and end with string 'a',p[ou]sh(?:i|ee)da
words that start with string 'p' and contain substring 'r' and 'jo' and end with string 'sh',pur ?josh
words that start with string 'p' and contain substring 'ra' and end with string 'na',p[ou]rana
words that start with string 'qa' or 'ka' and contain substring 'si' and end with string 'r',(?:kaa?|qaa)sir
words that start with string 'qa' and contain substring 'ti' and end with string 'l',(?:qaa?|kaa)til
words that start with string 'q' and contain substring 'be' or 'bi' and end with string 'h',qab(?:ee|i)h
words that start with string 'q' or 'k' and contain substring 'a' and end with string 'd',(?:ka[iy]d|qa[eiy]d)
words that start with string 'q' and contain substring 's' and end with string 'ai' or 'ayi',(?:qasay?i|kasai)
words that start with string 'q' and 'k' and contain substring 's' and end with string 'r',(?:kas(?:oo|u)|qasoo)r
words that start with string 'qas' or 'kas' and contain substring 'r' and 'wa' and end with string 'r',(?:qas(?:oo|u)r waar|kasoor war)
words that start with string 'q' or 'k' and contain substring 't' and end with string 'l',(?:qata?|kata)l
words that start with string 'q' or 'k' and contain substring 'z' and end with string 'a',[kq]aziy?a
words that start with string 'q' and contain substring 'h' and end with string 'r',q[ae]har
words that start with string 'q' and contain substring 'h' and 'r al' and end with string 'ud' or 'od',(?:q(?:eher aloo|ahar alu)|kehar aloo)d
words that start with string 'q' and contain substring 'l' and end with string 't',(?:killat|qil(?:att|l[ae]t))
words that start with string 'q' and contain substring 'am' and end with string 'at',q(?:iy?|ay)amat
words that start with string 'raf' and contain substring 'ch' and end with string 'kar',raf(?:u chak|o cha)kar
words that start with string 'r' and contain substring 'n' and end with string 'di',r[au]ndi
words that start with string 'r' and contain substring 'n' and end with string 'j',r[au]nj?
words that start with string 'r' and contain substring 'o' or 'u' and end with string 'la',r(?:au|o)la
words that start with string 'ri' or 're' and contain substring 'ak' or 'a k' and end with string 'ri',r(?:iy?akari|eakari)
words that start with string 'r' and contain substring 'hl' and end with string 'at',r[ae]hlat
words that start with string 'ri' and contain substring 'ak' or 'a k' and end with string 'ar',ri(?:a ka|ya k)ar
words that start with string 'r' and contain substring 'khn' and end with string 'y',r(?:akhn(?:ay|e)|khne)
words that start with string 'r' and contain substring 's' and end with string 'wa' or 'va',r(?:[ao]swa|us[vw]a)
words that start with string 'sa' and contain substring 'da' and 'lo',sa(?:ada lo|da l)oh
words that start with string 's' and may contain substring 'n' or 'm' and end with string 'p',s(?:a(?:an|[mnp])|up)p
words that start with string 'sa' and contain substring 'z' and end with string 'sh',sa(?:azi|z[ei])sh
words that start with string 'sa' and contain substring 'kh' and end with string 't',sakha?tt?
words that start with string 'sakh' and end with string 'ti',sakha?ti
words that start with string 's' and contain substring 'n' and end with string 'g',s[au]ng
words that start with string 's' and contain substring 'ng' and 'd' and end with string 'l',s[au]ng dil
words that start with string 's' and contain substring 'r' and 'kash' and end with string 'i',s[ai]r kashi
words that start with string 's' and contain substring 'r' and 's' and end with string 'am',sar saa?m
words that start with string 'sa' and contain substring 'z' and end with string 'sh',sa(?:azi|z[ei])sh
words that start with string 'sa' and contain substring 'z' and end with string 'shi',sazi?shi
words that start with string 'sh' end with string 'k' or 'q',s(?:ai|e)laab
words that start with string 'sh' and end with string 'ki' or 'qi',shaa[kq]i
words that start with string 'sh' and end with string 'k' or 'q',shad(?:ee|i)d
words that start with string 'sh' and contain substring 'd' and end with string 'd',shad(?:ee|i)d
words that start with string 'sh' and end with string 'k' or 'q',sh(?:a(?:(?:kk|q)|k)|[ku]k)
words that start with string 'sh' and end with string 'k' or 'q',sh(?:a(?:(?:kk|qq)|[kq])|uk)
words that start with string 'sh' and contain substring 'r' and end with string 'm',sh(?:(?:(?:ara|r)|ar)m|er[ae]m)
words that start with string 'sh' and contain substring 'rm' and 'n' and end with string 'da',sh(?:armi|rm[ei])nda
words that start with string 'sh' and contain substring 't' and end with string 'ani',sh(?:a[iy]tani|etani)
words that start with string 'sh' and contain substring 'khi' and 'b' and end with string 'az',sh(?:ekhi ba|okhi b)az
words that start with string 'sh' and contain substring 't' and end with string 'an',sh(?:aitaa?n|etaa?n)
words that start with string 'sh' and contain substring 'ka' and end with string 'yat',sh[ai]kayat
words that start with string 'sh' and contain substring 'k' or 'q' and end with string 'wa' or 'va',shi(?:k[vw]|qw)a
words that start with string 'sh' and contain substring 'k' or 'q' and 'wa' or 'va' and end with string 'sanj' or 'sanjh',shi(?:k(?:wah|va) sanj|qwa sanjh)
words that start with string 'sh' and contain substring 'o' or 'u' and end with string kh',sh[ou]kh
words that start with string 'sh' and contain substring 'o' or 'u' and end with string khi',sh(?:ukh?|okh)i
words that start with string 'sh' and contain substring 'l' and end with string 'y',sh(?:ola|ule|ole)y
words that start with string 'sh' and contain substring 'o' and end with string r',sho(?:re?|[ou]r)
words that start with string 'sho' and contain substring 'r' and end with string 'sh',shor[aeu]sh
words that start with string 's' and contain substring 'fak' and end with string 'kana',s[ai]fakana
words that start with string 's' and contain substring 'ya' and end with string 'h',s[ai]yah
words that start with string 's' and contain substring 'ya' and end with string 'hi',s[ai]yahi
words that start with string 'so' or 'sau' and contain substring 'd' and end with string 'a',s(?:au|o)da
words that start with string 'so' or 'sau' and contain substring 'd' and end with string 'i',s(?:au|o)dai
words that start with string 's' and contain substring 'kh' and end with string 'na',s(?:o(?:ok|kh)|ukh)na
words that start with string 's' and contain substring 'u' or 'o' and end with string 'ka' or 'kha',s(?:ookh?|ukh)a
words that start with string 's' and contain substring 'u' or 'o' and end with string 'r',s(?:oo|u)r
words that start with string 's' and contain substring 'ra' and end with string 'kh',s[ou]rakh
words that start with string 's' and contain substring 'k' or 'q' and end with string 'ut' or 'ot',s(?:ak(?:oo|uu)t|qot)
words that start with string 's' and contain substring 'n' or 's' and end with string 'n',s[ou]saa?n
words that start with string 's' and contain substring 's' and end with string 't',s(?:ustt?|us[as]t|oost)
words that start with string 's' and contain substring 's' and end with string 'ti',s(?:ustt?i|us[as]ti|oosti)
words that start with string 'ta' and contain substring 'l' and 'ma' and 't' and end with string 'ole' or 'ol',ta(?:al (?:matole|Matol)|l matole?)
words that start with string 'ta' and contain substring 'n' and end with string 'e' or 'y',ta(?:an(?:ay|e)|nay)
words that start with string 't' and contain substring 'r' and another 't' and end with string 'r',ta(?:ar ta|r ?t)ar
words that start with string 't' and contain substring 'b' and end with string 'a' or 'ah',tab(?:ah|bah|baa|bha)
words that start with string 't' and contain substring 'ba' and 'k' and end with string 'n',tabah k[iu]n
words that start with string 't' and contain substring 'ba' and 'h' and end with string 'i' or 'e',t(?:abah(?:(?:ee|i)|e)|b[ab]ahi)
words that start with string 't' and contain substring 'b' or 's' and end with string 'ra' or 'rah',t(?:abs(?:[ai]ra|rah)|bsara)
words that start with string 't' and contain substring 'fr' and end with string 'k' or 'q',tafr(?:ee|i)q
words that start with string 't' and contain substring 'hl' and end with string 'l',t(?:ehl(?:ee|i)|ahlee)l
words that start with string 'ta' or 'te' and end with string 'sh',t(?:ai|e|ey|ay)sh
words that start with string 't' and end with string 'z' or 'x',t(?:(?:e(?:zz|x)|ez)|aiz)
words that start with string 't' and contain substring 'z' or 'x' and end with string 'i',t(?:(?:e(?:zz|x)|ez)|aiz)i
words that start with string 't' and contain substring 'jaw' and end with string 'z',ta?jaw[au]z
words that start with string 't' and contain substring 'kab' and end with string 'r',t(?:akab(?:b[au]|[au])|kabbu)r
words that start with string 't' and contain substring 'ka' and end with string 'n',th?akaa?n
words that start with string 'ta' and contain substring 'k' and end with string 'd',taa?k(?:i|ee)d
words that start with string 'ta' and contain substring 'kh' and end with string 'r',takh(?:ee|i)r
words that start with string 't' and contain substring 'khf' and end with string 'f',ta?khf(?:ee|i)f
words that start with string 't' and contain substring 'kk' and end with string 'r',ta?kkar
words that start with string 't' and contain substring 'kl' and end with string 'f',takl(?:ee|i|ea)f
words that start with string 't' and contain substring 'kl' and 'f' and end with string 'da' or 'dah',takl(?:e(?:af dah|ef da)|if d(?:eh|a))
words that start with string 't' and contain substring 'kl' and 'f' and end with string 'dehi' or 'dahi',takl(?:e[ae]f dahi|if d[ae]hi)
words that start with string 't' and contain substring 'kl' and 'f' and end with string 'deh' or 'dah',takl(?:e(?:af d[ae]|ef de)h|if deh)
words that start with string 't' and contain substring 'kl' and 'f' and end with string 'dena' or 'dana',takl(?:e(?:af da|ef de)na|if d[ae]na)
words that start with string 't' and contain substring 'kr' and end with string 'na',takraa?na
words that start with string 't' and contain substring 'l' and end with string 'kh',tala?kh
words that start with string 't' and contain substring 'l' and end with string 'khi',tala?khi
words that start with string 't' and contain substring 'lm' and end with string 'lana',t[ai]lm[ai]lana
words that start with string 't' and contain substring 'm' and 'skh' and end with string 'r',tamaskh[aeu]r
words that start with string 'tam' and contain substring 'k' and end with string 'nat',tama?k[ae]nat
words that start with string 't' and contain substring 'n' and 'z' and end with string 'a',t[ai]naa?za
words that start with string 't' and contain substring 'nb' and end with string 'i' or 'e' or 'h',tanb(?:ee|i)h?
words that start with string 't' and contain substring 'n' and end with string 'g',t(?:angg?|ngg|ung)
words that start with string 't' and contain substring 'ng' and end with string 'i',t(?:(?:angg?|ng)|ung)i
words that start with string 'tan' or 'ten' and contain substring 'ha' and end with string 'i' or 'e',t(?:anha(?:y[ei]|[ei])|enhai)
words that start with string 't' and contain substring 'nq' or 'nk' and end with string 'd',tan(?:ki|kee|qi|qee)d
words that start with string 't' and contain substring 'n' and end with string 'z',t(?:(?:a?nz|a?n)|un)z
words that start with string 't' and contain substring 'nz' and end with string 'ia' or 'ya',tanziy?a
words that start with string 't' and contain substring 'p' and 'ka' and end with string 'na',t(?:pp?kana|ap(?:ak|ka)na)
words that start with string 't' and contain substring 'p' and 'k' and end with string 'na',t(?:pakk?na|ap[ak]kna)
words that start with string 't' and contain substring 'ks' and 'qs' and end with string 'm',t(?:(?:aqs(?:ee|i)|a(?:ks|x)ee)|uxee)m
words that start with string 't' and contain substring 'r' or 'd' and 'p' and end with string na',t(?:(?:a[dr]appn|a[dr]apn)|[dr]appn)a
words that start with string 'ta' and contain substring 'r' and end with string 'ek' or 'ik',taa?r(?:ee|i)k
words that start with string 't' and contain substring 'r' and end with string 'z',tar(?:ee|i)z
words that start with string 't' and contain substring 're' or 'ri' and end with string 'q' or 'k',tar(?:ik|iq|ek)
words that start with string 't' and contain substring 'r' and end with string 'q' or 'k',t(?:ar(?:a[kq]|[kq])|ra[kq])
words that start with string 'tasa' and contain substring 'd' and end with string 'm',tasad[au]?m
words that start with string 't' and contain substring 'sh' and 'd' and end with string 'd',tasha(?:du|da|dda)d
words that start with string 't' and contain substring 'sh' and another 'h' and end with string 'r',tash(?:h(?:ee|i)r|eer)
words that start with string 't' and contain substring 'sh' and 'w' or 'v' and end with string 'sh',tash[wv](?:i|ee)sh
words that start with string 't' and contain substring 'he' or 'hi' and end with string 'n',(?:(?:touhee|toh(?:ee|i))|Tauhee)n
words that start with string 'ta' and contain substring 'va' or 'wa' and end with string 'n',ta[vw]aa?n
words that start with string 't' and end with string 'sh',t(?:aye|e|ai)sh
words that start with string 't' and contain substring 'za' and end with string 'd',t[ai]zaa?d
words that start with string 't' and contain substring 'z' and 'h' and end with string 'k',t[ae]zh(?:ee|i)k
words that start with string 't' and contain substring 'h' and 'q' and end with string 'r',t(?:[ae]hqee|haqi)r
words that start with string 't' and contain substring 'h' ad 'r' and end with string 'k',t(?:ehr(?:ee|i)|ahree)k
words that start with string 'te' and contain substring 'o' or 'w' or 'v' and end with string 'ri',te(?:[vw]a|o)ri
words that start with string 'te' and contain substring 'r' or 'd' and end with string 'a',te(?:h[dr]|rh)a
words that start with string 't' and contain substring 'za' and end with string 'b',te?zaa?b
words that start with string 'th' and contain substring 'k' and end with string 'n',thak(?:a|u|aa)n
words that start with string 'th' and contain substring 'r' and 'k' and end with string 'i' or 'y',t(?:h(?:ar(?:a?ki|key)|urkey)|arkki)
words that start with string 'th' and contain substring 'k' and end with string 'r',th(?:o(?:ka(?:rr?|ar)|qar)|ukar)
words that start with string 'th' and contain substring 'k' and end with string 'na',th(?:ok(?:(?:h?naa|h?na)|ana)|ukna)
words that start with string 'th' and contain substring 'ns' and end with string 'na',th(?:oons(?:[as])?na|unsnn?a)
words that start with string 'th' and contain substring 'd' and 'r' and end with string 'a',th(?:o(?:(?:raa?|da)|ura)|aura)
words that start with string 'th' and contain substring 't' or 'th' and end with string 'a',th(?:a(?:utha\t|wtha)|ot(?:(?:ha)?a|ha))
words that start with string 't' and contain substring 'h' or 'm' and end with string 't',t(?:o(?:(?:hmath?|met)|hamat)|uhmat)
words that start with string 't' and contain substring 'f' and end with string 'an',t(?:oo?fan|ufaa?n)
words that start with string 't' and contain substring 'o' or 'u' and end with string 't',t(?:oo|ut|u)t
words that start with string 't' and contain substring 'ta' and 'h' and end with string 'wa',T(?:oota Ho|uta H[ou])wa
words that start with string 't' and contain substring 'ta' and 'ph' and end with string 'ta' or 'tha',T(?:oota Phooth?a|uta Phuth?a)
words that start with string 't' and contain substring 't' or 'n' and end with string 'a',t(?:oo|u)tna
words that start with string 't' and contain substring 'r' or 'd' and end with string 'a',to(?:r|rr|d)a
words that start with string 't' and contain substring 'r' or 'd' and end with string 'na',to(?:r|rr|d)na
words that start with string 'to' or 'tau' and contain substring 's' or 'q' and end with string 'shuda',t(?:ou|au|o)s(?:ee|i)q shuda
words that start with string 't' and contain substring 'k' and end with string 'da' or 'ra',tuk[dr]a
words that start with string 't' and contain substring 'n' and 'z' and end with string 'l',t[au]naz(?:ul|il|al)
words that start with string 't' and contain substring 'r' and end with string 'sh',tur(?:a|u)sh
words that start with string 'u' or 'o' and contain substring 'd' and end with string 's',(?:udaa?|odaa)s
words that start with string 'u' or 'o' and contain substring 'd' and end with string 'si',(?:uda[as]si|odasi)
words that start with string 'u' or 'o' and contain substring 'd' and end with string 'r',(?:udha|od[ah])ar
words that start with string 'u' or 'o' and contain substring 'd' and end with string 'm',[ou]dh?am
words that start with string 'u' or 'o' and contain substring 'j' and end with string 'r',(?:uj(?:(?:aa|u)|a)rr|oj[au]rr)
words that start with string 'u' or 'o' and contain substring 'j' and end with string 'ra',(?:(?:ujarr|ujrr?)a|oja?rra)
words that start with string 'u' or 'o' and contain substring 'ks' and end with string 'na',[ou]ksana
words that start with string 'u' or 'o' and contain substring 'ks' and end with string 'ya',[ou]ksaya
words that start with string 'u' or 'o' and contain substring 'kt' and end with string 'ya',(?:oa?ktaya|ukta(?:iya|ya ))
words that start with string 'u' and contain substring 'lat' and 'p' and end with string 'at',ulat p[ua]lat
words that start with string 'u' or 'o' and contain substring 'lj' and end with string 'n',[uo]ljh?an
words that start with string 'u' or 'o' and contain substring 'lj' and end with string 'a',(?:uljh?aa|[Uo]ljha)
words that start with string 'u' or 'o' and contain substring 'lj' and end with string 'na',(?:uljh?|oljh)ana
words that start with string 'u' or 'o' and contain substring 'lj' and end with string 'o' or 'w',(?:uljhow|uljh?ao|oljhao)
words that start with string 'u' or 'o' and contain substring 'l' and end with string 'u' or 'o',(?:ul(?:l(?:oo|u)|u)|ollu)
words that start with string 'u' or 'o' and contain substring 'lt' and end with string 'a' or 'h',[ou]ltah?
words that start with string 'u' and contain substring 'd' or 'r' and end with string 'ta',u(?:rr?ta|dta)
words that start with string 'u' or 'o' and contain substring 'ta' and end with string 'r',(?:utaa?|otaa)r
words that start with string 'u' or 'o' and contain substring 'ta' and 'r' and end with string 'na',(?:utaa?rna|otarna)
words that start with string 'w' and contain substring 'h' and 'm' and end with string 'y' or 'i',(?:vehmy|w[ae]hmi)
words that start with string 'wa' and contain substring 'rd' and end with string 't',Wa(?:arda|rd)at
words that start with string 'w' and contain substring 'ba' and 'm' and end with string 'l',Wabaa?l
words that start with string 'w' and contain substring 'f' and 'a' and end with string 't',w(?:afaa?|efaa)t
words that start with string 'w' or 'v' and contain substring 'rg' and 'la' and end with string 'na',(?:(?:vergha|verga?)lana|w(?:ergha|arg)lana)
words that start with string 'w' and contain substring 'sw' and 's' and end with string 'y' or 'i',waswas(?:ay|i)
words that start with string 'w' or 'v' and contain substring 'ra' and end with string 'ni',(?:wee|v[ei])rani
words that start with string 'w' or 'v' and contain substring 'h' and end with string 'm',(?:W(?:eh[au]m|ahm)|Vehm)
words that start with string 'w' or 'v' and contain substring 'h' and end with string 'mi',(?:vehmi|w[ae]hmi)
words that start with string 'w' and contain substring 'sh' and end with string 'i',w(?:[ae])?hshi
words that start with string 'w' or 'v' and contain substring 'ra' and end with string 'n',[wv]eraan
words that start with string 'w' or 'v' and contain substring 'ra' and end with string 'ni',(?:weraa?ni|verani)
words that start with string 'yar' and contain substring 'g' and 'm' and end with string 'l',yarg(?:ha|a?)mal
words that start with string 'z' and contain substring 'b' and 'rd' and end with string 'sti',(?:z(?:abe|ubu|b)|Zaba)rdasti
words that start with string 'z' and contain substring 'b' and end with string 'o' or 'u' or 'n',z(?:ab(?:(?:oon|u)|oo)|boo)
words that start with string 'z' and contain substring 'h' and 'm' and end with string 't',zah[aei]rdari
words that start with string 'z' and contain substring 'r' and 'aa' and end with string 'b',z(?:air aab|ere? aa)b
words that start with string 'z' and contain substring 'kh' and end with string 'm',zakh[ua]?m
words that start with string 'za' and contain substring 'l' and 'm' and end with string 'l',zal(?:ee|i)l
words that start with string 'z' and contain substring 'l' and end with string 'm',(?:xalim|zal[aiu]m)
words that start with string 'z' and contain substring 'h' and 'm' and end with string 't',z(?:alza?|lza)la
words that start with string 'z' and contain substring 'r' and 'm' and end with string 'r',zarr?ar
words that start with string 'z' and contain substring 'r' and another 'r' and 's' and end with string 'ai',Zar(?:rar Rasaa?i|ar Rasai)
words that start with string 'z' and contain two substrings 'r' and one substring 'ras' and end with string 'an',Zar(?:rar Rasaa?n|ar Rasan)
words that start with string 'z' and contain substring 'lza' and end with string 'la',(?:z|x)ara?b
words that start with string 'z' and contain substring 'w' and end with string 'l',zawaa?l
words that start with string 'z' and contain substring 'y' or 'd' and end with string 'ti',z(?:(?:iyad?|iad)|ayad)ti
words that start with string 'z' and contain substring 'h' and 'm' and end with string 't',z[ae]hmat
words that start with string 'z' and contain substring 'i' and end with string 'd',zidd?
words that start with string 'z' and contain substring 'i' and end with string 'di',zidd?i
words that start with string 'z' and contain substring 'l' and end with string 't',zil(?:att?|l[ae]t)
words that start with string 'zil' and contain substring 't' and 'am' and and end with string 'z',zillat am(?:ai|e)z
words that start with string 'z' and contain substring 'a' and end with string 'a',z[ia]na
words that start with string 'z' and contain substring 'n' and 'k' and end with string 'r',(?:zina ka|z[ai]nak)ar
words that start with string 'z' and contain substring 'n' and 'k' and end with string 'ri',Z[ai]na Kaa?ri
words that start with string 'zo' or 'zu' and contain substring 'ma' and end with string 'ni',z(?:o(?: ma|om)|u ma)ani
words that start with string 'zor' and contain substring 'r' and 'w' or 'v' and end with string 'ar',zor(?: aw|a[vw])ar
words that start with string 'z' and contain substring 'rd' and end with string 'r',z(?:ore?|ur)da
words that start with string 'z' and contain substring 'l' and end with string 'm',zula?m
words that start with string 'r' and containing string 'kh' ,r(?:ak(?:he(?:in|y)|ein)|khen)
words that start with string 'sh' and containing string 'ru' or 'ro' ,sh(?:ur(?:oo|u)|ro?u)
words that start with string 'a' containing string 'g'  and ending with' r' ,ag(?:ga|(?:[ae])?)r
words that start with string 'k' containing one substring 'r' and ending with string 'n' ,k(?:ar(?:ei?n|yen)|erein)
"words that start with string 'k' and ending with string 'e' or string 'y' , containing one string 'r' in between",k(?:ar(?:ay|[ey])|ray)
words that start with string 'li' or string 'ly'and ending with string 'e' or string 'a',l(?:i(?:(?:yea|e)|ye)|ye)
words that start with string 'le' or string 'li'and ending with string 'y' or string 'h',l(?:e(?:yeh|a[hy])|iey)
words that start with string 'd' optionally containing another character and ending with string 'n' ,d[iea]?[iay]?n
words that start with string 't' containing string 'r' and ending with string 'h' or string 'a' ,t(?:ar(?:(?:ha|ah)|h)|erha|ra)
words that start with string 'tar' and ending with string 'n'  containing string 'ha',tarhaa?n
words that start with string 'k' and  containing string 'rt' in between ,k(?:art(?:ai|[ey])|rtay)
words that start with string 'chah'and ending with string 'y' string 'a' string 'e' or string 'n',chah(?:i(?:yen|ay)|eye|ya)
words that start with string 'ch' and may containing another string 'h' or string 'y'and ending with string 'e' or string 'y',ch(?:a(?:hiy|e)|a?ye)
"words that start with string 'd',  containing string 'u' and string 'o' in between,  containing string 'sr'",do[ou]?sr[uo]u?n?
"words that start with string 'ba','bh' and ending with string 'a','e','I'",b(?:ah[ei]|h(?:a[ei]|ia))
"words that start with string 'ba','bh' and ending with string 'I' or string 'a' may containing string 'y' or string 'yy'",b(?:a(?:hiya|i)|hayya)
"words that start with string 'm' and ending with string 't', may containing one string 'a' in between",m[at]?t?
"words that start with string 'p' and ending with string 'x','z','g',  containing one or more string 'l'",pl*[xzg]
"words that start with string 'b', may containing one string 'h' and ending with string 't'",b(?:(?:aho|h)|oha)t
words that start with  string 'b' and ending with string 't',b(?:h(?:oo|u)|oa)t
words that start with string 'bh' and ending with string 't',bh(?:oe?|au)t
words that start with string 'b' containing one or two string 'h' ,b(?:ah(?:th|ut)|hoat)
words that start with string 'ba' and ending with string 't',bah(?:au?t|t)
words that start with string 'b' containing one string 'h' in between and ending with string 't',boh[oie]t
words that start with string 'boha'andand ending with string 't',boha(?:at|th)
words that start with string 'bo' and ending with string 't',bohu?t
words that start with string 'farm' or string 'frm'and ending with  string 'y',f(?:arm(?:ae)?y|rma?y)
"words that start with string 'farm' or string 'frm'and ending with string 'a','e' ,'I'",farm(?:a(?:ye|[ei])|iya)
"words that start with string 'fram', string 'ferm' or string 'farm'and ending with string 'n'",f(?:r(?:amaai|maie)n|(?:(?:ermye|armay)|ermy)n)
words that start with string 'f' or string 'p' and  containing string 'may' in between,(?:f(?:armaaya|urmaye)|parmaye)
words that start with string 'in' and  containing one string 's' and one string 'b',in(?: s(?:[au])?b|sb)
"words that start with string 'sh' and ending with string 'm',  containing one string 'r'",sh[ae]r[ae]m
"words that start with string 'h' and ending with string 'y' or string 'I',  containing string 'm' in between",h(?:amai|um(?:ay|ei)|(?:a?m|ma)y)
"words that start with string 'k',  containing one string 'r' and ending with string 'u' or string 'o'",k(?:[ae]ro|r[ou])
words that start with string 'kh'  containing one string 'l' and ending with string 'n',kh(?:ailai|el(?:ai|e))n
"words that start with string 'p' and ending with string 'a',  containing one string 'd'",p(?:ai|[ey])da
"words that start with string 'kh' and ending with string 'sh',  containing string 'o' or string 'a' in between",kh(?:(?:oa|u)|o)sh
"words that start with string 's' and may containing one string 'h',and endinging with string 'e' or string 'I', not more than  four letters in total",sa(?:h[ei]|i)
words that start with string 'k' and ending with string 'r' containing vowel in between,k(?:[aeu])?r
"words that start with string 'k' and  containing one string 's',and endinging with string 'y' or string 'e'",k(?:ais(?:ay|e)|esy)
"words that start with string 'm',  containing one string 'r' and ending with string 'I'",m(?:(?:a[iy]|e)|a?)ri
"words that start with string 'nah' and ending with string 'I','e' or string 'n'",nah(?:een|e|i)
words that start with string 'nh' and ending with string 'n',nh(?:in?)?
words that start with string 'th' or string 't' and ending with string 'y' or string 'I',t(?:h(?:ai|y)|ai|y)
"words that start with string 'r' and ending with string 'y' , containing one string 'h'",r(?:ah(?:a[iy]|y)|ehe|hy)
"words that start with string 'l' and ending with string 'I' or string 'y' or string 'h', containing string 'a' or string 'e' in between",l(?:a[iy]|eh|y)
words that start with string 's'  containing one string 'k' and ending with string 'y' or string 'I',s(?:aktay|kt(?:ai|y))
words that start with string 'hu' and ending with string 'a',hu(?:aa?|wa)
words that start with string 'h' and ending with string 'va' or string 'wa',h(?:o[vw]a|va)
words that start with string 'de' must have string 'kh' or string 'k'and ending with string 'na',de(?:ak(?:ha)?na|kha?na)
words that start with string 'da' must have string 'kh'and ending with string 'na',da(?:ikh(?:ai)?na|khna)
words that start with string 'd'and ending with string 'khna',dy?khna
words that start with string 'n'  containing string 'k'and endinging with string 'I',n(?:a[iy]ki|[ey]ki)
words that start with string 'aa' or string 'ay'and ending with string 'n' or string 'a',a(?:aien|yaya)
words that start with string 'a'and ending with string 'I' or string 'y',a(?:[ae]i|y)
words that start with string 'a' or string 'aa'and ending with string 'e',a(?:ay|y?)e
words that start with string 'm'  containing string 'hrb' or string 'rb' in between,m(?:ehrbani|ahrbne|hrbani|arbani|hrbni)
words that start with string 'ko' and containing string 'sh' or string 's' inbetweenand endinging with string 's' or string 'sh',kos(?:h(?:esh?|ish)|is)
words that start with string 'j' and  containing one string 'g'and ending with string 'a',jgh?a
words that start with string 'jag'and ending with string 'a' or string 'h',jag(?:ah?|ha)
words that start with string 'rah'and ending with string 'y',rah(?:y?a)?y
"words that start with string 'r' or string 'rah'and ending with string 'I','e' or string 'y'",r(?:ah(?:ai|e)|hy)
"words that start with string 'k' and  containing string 'k', string 'n' and string 'r' in between",ha?mk[ia]?na?r
words that start with string 'mj'and ending with string 'a' or string 'y',mj(?:h(?:a(?:ya)?|ey)|y)
